country,date,daily_vaccinations,vaccines
Northern Ireland,1/10/2021,7143,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/11/2021,7197,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/12/2021,7574,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/13/2021,8332,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/14/2021,9044,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/15/2021,8530,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/16/2021,7964,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/17/2021,7826,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/18/2021,7852,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/19/2021,7306,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/20/2021,6404,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/21/2021,5674,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/22/2021,5664,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/23/2021,5396,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/24/2021,5089,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,12/27/2020,,Pfizer/BioNTech
Norway,12/28/2020,600,Pfizer/BioNTech
Norway,12/29/2020,834,Pfizer/BioNTech
Norway,12/30/2020,697,Pfizer/BioNTech
Norway,12/31/2020,540,Pfizer/BioNTech
Norway,1/1/2021,434,Pfizer/BioNTech
Norway,1/2/2021,361,Pfizer/BioNTech
Norway,1/3/2021,310,Pfizer/BioNTech
Norway,1/4/2021,224,Pfizer/BioNTech
Norway,1/5/2021,560,Pfizer/BioNTech
Norway,1/6/2021,1772,Pfizer/BioNTech
Norway,1/7/2021,2696,Pfizer/BioNTech
Norway,1/8/2021,2924,Pfizer/BioNTech
Norway,1/9/2021,2942,Pfizer/BioNTech
Norway,1/10/2021,2958,Pfizer/BioNTech
Norway,1/11/2021,3006,Pfizer/BioNTech
Norway,1/12/2021,3105,Pfizer/BioNTech
Norway,1/13/2021,3201,Pfizer/BioNTech
Norway,1/14/2021,3447,Pfizer/BioNTech
Norway,1/15/2021,3847,Pfizer/BioNTech
Norway,1/16/2021,3929,Pfizer/BioNTech
Norway,1/17/2021,3955,Pfizer/BioNTech
Norway,1/18/2021,4120,Pfizer/BioNTech
Norway,1/19/2021,4276,Pfizer/BioNTech
Norway,1/20/2021,4356,Pfizer/BioNTech
Norway,1/21/2021,4303,Pfizer/BioNTech
Norway,1/22/2021,4109,Pfizer/BioNTech
Norway,1/23/2021,4059,Pfizer/BioNTech
Norway,1/24/2021,4027,Pfizer/BioNTech
Oman,12/28/2020,,Pfizer/BioNTech
Oman,12/29/2020,1646,Pfizer/BioNTech
Oman,12/30/2020,1663,Pfizer/BioNTech
Oman,12/31/2020,1600,Pfizer/BioNTech
Oman,1/1/2021,1289,Pfizer/BioNTech
Oman,1/2/2021,1103,Pfizer/BioNTech
Oman,1/3/2021,1185,Pfizer/BioNTech
Oman,1/4/2021,1287,Pfizer/BioNTech
Oman,1/5/2021,1341,Pfizer/BioNTech
Oman,1/6/2021,1280,Pfizer/BioNTech
Oman,1/7/2021,1199,Pfizer/BioNTech
Oman,1/8/2021,1158,Pfizer/BioNTech
Oman,1/9/2021,1113,Pfizer/BioNTech
Oman,1/10/2021,1012,Pfizer/BioNTech
Oman,1/11/2021,1080,Pfizer/BioNTech
Oman,1/12/2021,1128,Pfizer/BioNTech
Oman,1/13/2021,1249,Pfizer/BioNTech
Oman,1/14/2021,1328,Pfizer/BioNTech
Oman,1/15/2021,1358,Pfizer/BioNTech
Oman,1/16/2021,1393,Pfizer/BioNTech
Oman,1/17/2021,1363,Pfizer/BioNTech
Oman,1/18/2021,1210,Pfizer/BioNTech
Oman,1/19/2021,1057,Pfizer/BioNTech
Oman,1/20/2021,971,Pfizer/BioNTech
Oman,1/21/2021,817,Pfizer/BioNTech
Oman,1/22/2021,830,Pfizer/BioNTech
Oman,1/23/2021,843,Pfizer/BioNTech
Oman,1/24/2021,1046,Pfizer/BioNTech
Panama,1/19/2021,,Pfizer/BioNTech
Panama,1/20/2021,6,Pfizer/BioNTech
Panama,1/21/2021,1364,Pfizer/BioNTech
Panama,1/22/2021,1694,Pfizer/BioNTech
Panama,1/23/2021,1398,Pfizer/BioNTech
Panama,1/24/2021,1284,Pfizer/BioNTech
Poland,12/28/2020,,Pfizer/BioNTech
Poland,12/29/2020,4300,Pfizer/BioNTech
Poland,12/30/2020,17150,Pfizer/BioNTech
Poland,12/31/2020,15200,Pfizer/BioNTech
Poland,1/1/2021,11749,Pfizer/BioNTech
Poland,1/2/2021,9678,Pfizer/BioNTech
Poland,1/3/2021,8139,Pfizer/BioNTech
Poland,1/4/2021,12889,Pfizer/BioNTech
Poland,1/5/2021,19132,Pfizer/BioNTech
Poland,1/6/2021,17723,Pfizer/BioNTech
Poland,1/7/2021,20194,Pfizer/BioNTech
Poland,1/8/2021,21399,Pfizer/BioNTech
Poland,1/9/2021,21376,Pfizer/BioNTech
Poland,1/10/2021,21746,Pfizer/BioNTech
Poland,1/11/2021,23659,Pfizer/BioNTech
Poland,1/12/2021,24199,Pfizer/BioNTech
Poland,1/13/2021,29836,Pfizer/BioNTech
Poland,1/14/2021,31646,Pfizer/BioNTech
Poland,1/15/2021,34025,Pfizer/BioNTech
Poland,1/16/2021,36754,Pfizer/BioNTech
Poland,1/17/2021,38059,Pfizer/BioNTech
Poland,1/18/2021,33904,Pfizer/BioNTech
Poland,1/19/2021,33087,Pfizer/BioNTech
Poland,1/20/2021,31796,Pfizer/BioNTech
Poland,1/21/2021,33503,Pfizer/BioNTech
Poland,1/22/2021,35331,Pfizer/BioNTech
Poland,1/23/2021,34837,Pfizer/BioNTech
Poland,1/24/2021,34001,Pfizer/BioNTech
Portugal,12/27/2020,,Pfizer/BioNTech
Portugal,12/28/2020,2791,Pfizer/BioNTech
Portugal,12/29/2020,7702,Pfizer/BioNTech
Portugal,12/30/2020,8527,Pfizer/BioNTech
Portugal,12/31/2020,6946,Pfizer/BioNTech
Portugal,1/1/2021,5557,Pfizer/BioNTech
Portugal,1/2/2021,4631,Pfizer/BioNTech
Portugal,1/3/2021,3970,Pfizer/BioNTech
Portugal,1/4/2021,3702,Pfizer/BioNTech
Portugal,1/5/2021,3724,Pfizer/BioNTech
Portugal,1/6/2021,4416,Pfizer/BioNTech
Portugal,1/7/2021,5572,Pfizer/BioNTech
Portugal,1/8/2021,5929,Pfizer/BioNTech
Portugal,1/9/2021,5943,Pfizer/BioNTech
Portugal,1/10/2021,5949,Pfizer/BioNTech
Portugal,1/11/2021,5944,Pfizer/BioNTech
Portugal,1/12/2021,5676,Pfizer/BioNTech
Portugal,1/13/2021,5501,Pfizer/BioNTech
Portugal,1/14/2021,5623,Pfizer/BioNTech
Portugal,1/15/2021,6335,Pfizer/BioNTech
Portugal,1/16/2021,6540,Pfizer/BioNTech
Portugal,1/17/2021,6701,Pfizer/BioNTech
Portugal,1/18/2021,7061,Pfizer/BioNTech
Portugal,1/19/2021,8896,Pfizer/BioNTech
Portugal,1/20/2021,11058,Pfizer/BioNTech
Portugal,1/21/2021,14194,Pfizer/BioNTech
Portugal,1/22/2021,16876,Pfizer/BioNTech
Portugal,1/23/2021,18770,Pfizer/BioNTech
Portugal,1/24/2021,19200,Pfizer/BioNTech
Romania,12/28/2020,,Pfizer/BioNTech
Romania,12/29/2020,712,Pfizer/BioNTech
Romania,12/30/2020,1800,Pfizer/BioNTech
Romania,12/31/2020,2741,Pfizer/BioNTech
Romania,1/1/2021,2398,Pfizer/BioNTech
Romania,1/2/2021,2235,Pfizer/BioNTech
Romania,1/3/2021,1922,Pfizer/BioNTech
Romania,1/4/2021,3349,Pfizer/BioNTech
Romania,1/5/2021,5547,Pfizer/BioNTech
Romania,1/6/2021,7555,Pfizer/BioNTech
Romania,1/7/2021,9444,Pfizer/BioNTech
Romania,1/8/2021,11579,Pfizer/BioNTech
Romania,1/9/2021,12723,Pfizer/BioNTech
Romania,1/10/2021,13528,Pfizer/BioNTech
Romania,1/11/2021,14240,Pfizer/BioNTech
Romania,1/12/2021,14120,Pfizer/BioNTech
Romania,1/13/2021,13673,Pfizer/BioNTech
Romania,1/14/2021,13030,Pfizer/BioNTech
Romania,1/15/2021,12995,Pfizer/BioNTech
Romania,1/16/2021,13398,Pfizer/BioNTech
Romania,1/17/2021,13824,Pfizer/BioNTech
Romania,1/18/2021,15721,Pfizer/BioNTech
Romania,1/19/2021,18514,Pfizer/BioNTech
Romania,1/20/2021,22017,Pfizer/BioNTech
Romania,1/21/2021,25783,Pfizer/BioNTech
Romania,1/22/2021,28895,Pfizer/BioNTech
Romania,1/23/2021,31828,Pfizer/BioNTech
Romania,1/24/2021,34461,Pfizer/BioNTech
Romania,1/25/2021,35627,Pfizer/BioNTech
Russia,12/15/2020,,Sputnik V
Russia,12/16/2020,3357,Sputnik V
Russia,12/17/2020,3357,Sputnik V
Russia,12/18/2020,3357,Sputnik V
Russia,12/19/2020,3357,Sputnik V
Russia,12/20/2020,3357,Sputnik V
Russia,12/21/2020,3357,Sputnik V
Russia,12/22/2020,3357,Sputnik V
Russia,12/23/2020,12592,Sputnik V
Russia,12/24/2020,21827,Sputnik V
Russia,12/25/2020,31061,Sputnik V
Russia,12/26/2020,40296,Sputnik V
Russia,12/27/2020,49531,Sputnik V
Russia,12/28/2020,58765,Sputnik V
Russia,12/29/2020,68000,Sputnik V
Russia,12/30/2020,68000,Sputnik V
Russia,12/31/2020,68000,Sputnik V
Russia,1/1/2021,68000,Sputnik V
Russia,1/2/2021,68000,Sputnik V
Russia,1/3/2021,60883,Sputnik V
Russia,1/4/2021,53766,Sputnik V
Russia,1/5/2021,46649,Sputnik V
Russia,1/6/2021,39532,Sputnik V
Russia,1/7/2021,32416,Sputnik V
Russia,1/8/2021,25299,Sputnik V
Russia,1/9/2021,18182,Sputnik V
Russia,1/10/2021,18182,Sputnik V
Russia,1/11/2021,18182,Sputnik V
Russia,1/12/2021,18182,Sputnik V
Russia,1/13/2021,18182,Sputnik V
Saudi Arabia,1/6/2021,,Pfizer/BioNTech
Saudi Arabia,1/7/2021,37862,Pfizer/BioNTech
Saudi Arabia,1/8/2021,23990,Pfizer/BioNTech
Saudi Arabia,1/9/2021,19366,Pfizer/BioNTech
Saudi Arabia,1/10/2021,17055,Pfizer/BioNTech
Saudi Arabia,1/11/2021,15667,Pfizer/BioNTech
Saudi Arabia,1/12/2021,16312,Pfizer/BioNTech
Saudi Arabia,1/13/2021,16772,Pfizer/BioNTech
Saudi Arabia,1/14/2021,14153,Pfizer/BioNTech
Saudi Arabia,1/15/2021,15498,Pfizer/BioNTech
Saudi Arabia,1/16/2021,16843,Pfizer/BioNTech
Saudi Arabia,1/17/2021,18187,Pfizer/BioNTech
Scotland,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/14/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/15/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/16/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/17/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/18/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/19/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/20/2020,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/21/2020,5690,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/22/2020,5558,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/23/2020,5426,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/24/2020,5295,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/25/2020,5163,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/26/2020,5031,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/27/2020,4899,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/28/2020,4635,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/29/2020,4370,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/30/2020,4105,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/31/2020,3841,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/1/2021,3576,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/2/2021,3312,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/3/2021,3047,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/4/2021,3650,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/5/2021,4254,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/6/2021,4858,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/7/2021,5461,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/8/2021,6065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/9/2021,6668,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/10/2021,7272,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/11/2021,8042,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/12/2021,9311,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/13/2021,10621,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/14/2021,11979,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/15/2021,12869,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/16/2021,13760,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/17/2021,14651,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/18/2021,15667,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/19/2021,17018,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/20/2021,18277,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/21/2021,19282,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/22/2021,20597,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/23/2021,22034,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/24/2021,21750,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,1/8/2021,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/9/2021,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/10/2021,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/11/2021,1503,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/12/2021,1680,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/13/2021,1785,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/14/2021,1856,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/15/2021,2221,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/16/2021,2687,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/17/2021,3153,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/18/2021,3468,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/19/2021,3783,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/20/2021,4098,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/21/2021,9528,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/22/2021,13880,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/23/2021,19485,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/24/2021,26632,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/25/2021,31534,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Seychelles,1/9/2021,,Sinopharm
Seychelles,1/10/2021,500,Sinopharm
Seychelles,1/11/2021,500,Sinopharm
Seychelles,1/12/2021,500,Sinopharm
Seychelles,1/13/2021,500,Sinopharm
Seychelles,1/14/2021,600,Sinopharm
Seychelles,1/15/2021,667,Sinopharm
Seychelles,1/16/2021,1000,Sinopharm
Seychelles,1/17/2021,1118,Sinopharm
Seychelles,1/18/2021,1236,Sinopharm
Seychelles,1/19/2021,1354,Sinopharm
Seychelles,1/20/2021,1595,Sinopharm
Seychelles,1/21/2021,1718,Sinopharm
Seychelles,1/22/2021,1841,Sinopharm
Seychelles,1/23/2021,1622,Sinopharm
Singapore,1/11/2021,,Pfizer/BioNTech
Singapore,1/12/2021,2800,Pfizer/BioNTech
Singapore,1/13/2021,4090,Pfizer/BioNTech
Singapore,1/14/2021,4520,Pfizer/BioNTech
Singapore,1/15/2021,4735,Pfizer/BioNTech
Singapore,1/16/2021,4864,Pfizer/BioNTech
Singapore,1/17/2021,4950,Pfizer/BioNTech
Singapore,1/18/2021,5011,Pfizer/BioNTech
Singapore,1/19/2021,5380,Pfizer/BioNTech
Singapore,1/20/2021,5380,Pfizer/BioNTech
Singapore,1/21/2021,5380,Pfizer/BioNTech
Singapore,1/22/2021,5380,Pfizer/BioNTech
Slovakia,1/4/2021,,Pfizer/BioNTech
Slovakia,1/5/2021,425,Pfizer/BioNTech
Slovakia,1/6/2021,3309,Pfizer/BioNTech
Slovakia,1/7/2021,4544,Pfizer/BioNTech
Slovakia,1/8/2021,5137,Pfizer/BioNTech
Slovakia,1/9/2021,4456,Pfizer/BioNTech
Slovakia,1/10/2021,4221,Pfizer/BioNTech
Slovakia,1/11/2021,4174,Pfizer/BioNTech
Slovakia,1/12/2021,5616,Pfizer/BioNTech
Slovakia,1/13/2021,5661,Pfizer/BioNTech
Slovakia,1/14/2021,5685,Pfizer/BioNTech
Slovakia,1/15/2021,5744,Pfizer/BioNTech
Slovakia,1/16/2021,5669,Pfizer/BioNTech
Slovakia,1/17/2021,5241,Pfizer/BioNTech
Slovakia,1/18/2021,5968,Pfizer/BioNTech
Slovakia,1/19/2021,5473,Pfizer/BioNTech
Slovakia,1/20/2021,5585,Pfizer/BioNTech
Slovakia,1/21/2021,5535,Pfizer/BioNTech
Slovenia,1/3/2021,,Pfizer/BioNTech
Slovenia,1/4/2021,1270,Pfizer/BioNTech
Slovenia,1/5/2021,1484,Pfizer/BioNTech
Slovenia,1/6/2021,2110,Pfizer/BioNTech
Slovenia,1/7/2021,2601,Pfizer/BioNTech
Slovenia,1/8/2021,2718,Pfizer/BioNTech
Slovenia,1/9/2021,2333,Pfizer/BioNTech
Slovenia,1/10/2021,2087,Pfizer/BioNTech
Slovenia,1/11/2021,2183,Pfizer/BioNTech
Slovenia,1/12/2021,2223,Pfizer/BioNTech
Slovenia,1/13/2021,2471,Pfizer/BioNTech
Slovenia,1/14/2021,2689,Pfizer/BioNTech
Slovenia,1/15/2021,3036,Pfizer/BioNTech
Slovenia,1/16/2021,3073,Pfizer/BioNTech
Slovenia,1/17/2021,3070,Pfizer/BioNTech
Slovenia,1/18/2021,2942,Pfizer/BioNTech
Slovenia,1/19/2021,2772,Pfizer/BioNTech
Slovenia,1/20/2021,2415,Pfizer/BioNTech
Slovenia,1/21/2021,2420,Pfizer/BioNTech
Slovenia,1/22/2021,2009,Pfizer/BioNTech
Slovenia,1/23/2021,2034,Pfizer/BioNTech
Slovenia,1/24/2021,1992,Pfizer/BioNTech
Spain,1/4/2021,,"Moderna, Pfizer/BioNTech"
Spain,1/5/2021,56505,"Moderna, Pfizer/BioNTech"
Spain,1/6/2021,45248,"Moderna, Pfizer/BioNTech"
Spain,1/7/2021,41496,"Moderna, Pfizer/BioNTech"
Spain,1/8/2021,48786,"Moderna, Pfizer/BioNTech"
Spain,1/9/2021,47569,"Moderna, Pfizer/BioNTech"
Spain,1/10/2021,46759,"Moderna, Pfizer/BioNTech"
Spain,1/11/2021,46180,"Moderna, Pfizer/BioNTech"
Spain,1/12/2021,49826,"Moderna, Pfizer/BioNTech"
Spain,1/13/2021,58330,"Moderna, Pfizer/BioNTech"
Spain,1/14/2021,66980,"Moderna, Pfizer/BioNTech"
Spain,1/15/2021,70139,"Moderna, Pfizer/BioNTech"
Spain,1/16/2021,70181,"Moderna, Pfizer/BioNTech"
Spain,1/17/2021,70223,"Moderna, Pfizer/BioNTech"
Spain,1/18/2021,70264,"Moderna, Pfizer/BioNTech"
Spain,1/19/2021,68282,"Moderna, Pfizer/BioNTech"
Spain,1/20/2021,63471,"Moderna, Pfizer/BioNTech"
Spain,1/21/2021,61016,"Moderna, Pfizer/BioNTech"
Spain,1/22/2021,56696,"Moderna, Pfizer/BioNTech"
Spain,1/23/2021,53971,"Moderna, Pfizer/BioNTech"
Spain,1/24/2021,51247,"Moderna, Pfizer/BioNTech"
Spain,1/25/2021,48522,"Moderna, Pfizer/BioNTech"
Sweden,12/27/2020,,Pfizer/BioNTech
Sweden,12/28/2020,3859,Pfizer/BioNTech
Sweden,12/29/2020,3859,Pfizer/BioNTech
Sweden,12/30/2020,3859,Pfizer/BioNTech
Sweden,12/31/2020,3859,Pfizer/BioNTech
Sweden,1/1/2021,3859,Pfizer/BioNTech
Sweden,1/2/2021,3859,Pfizer/BioNTech
Sweden,1/3/2021,3859,Pfizer/BioNTech
Sweden,1/4/2021,4294,Pfizer/BioNTech
Sweden,1/5/2021,4729,Pfizer/BioNTech
Sweden,1/6/2021,5165,Pfizer/BioNTech
Sweden,1/7/2021,5600,Pfizer/BioNTech
Sweden,1/8/2021,6035,Pfizer/BioNTech
Sweden,1/9/2021,6470,Pfizer/BioNTech
Sweden,1/10/2021,6905,Pfizer/BioNTech
Sweden,1/11/2021,7292,Pfizer/BioNTech
Sweden,1/12/2021,7680,Pfizer/BioNTech
Sweden,1/13/2021,8067,Pfizer/BioNTech
Sweden,1/14/2021,8454,Pfizer/BioNTech
Sweden,1/15/2021,8841,Pfizer/BioNTech
Sweden,1/16/2021,9228,Pfizer/BioNTech
Sweden,1/17/2021,9616,Pfizer/BioNTech
Switzerland,12/23/2020,,Pfizer/BioNTech
Switzerland,12/24/2020,3000,Pfizer/BioNTech
Switzerland,12/25/2020,3000,Pfizer/BioNTech
Switzerland,12/26/2020,3000,Pfizer/BioNTech
Switzerland,12/27/2020,3000,Pfizer/BioNTech
Switzerland,12/28/2020,3000,Pfizer/BioNTech
Switzerland,12/29/2020,3000,Pfizer/BioNTech
Switzerland,12/30/2020,3000,Pfizer/BioNTech
Switzerland,12/31/2020,3000,Pfizer/BioNTech
Switzerland,1/1/2021,3000,Pfizer/BioNTech
Switzerland,1/2/2021,3000,Pfizer/BioNTech
Switzerland,1/3/2021,3000,Pfizer/BioNTech
Switzerland,1/4/2021,3000,Pfizer/BioNTech
Switzerland,1/5/2021,3000,Pfizer/BioNTech
Switzerland,1/6/2021,3000,Pfizer/BioNTech
Switzerland,1/7/2021,3000,Pfizer/BioNTech
Switzerland,1/8/2021,3000,Pfizer/BioNTech
Switzerland,1/9/2021,3000,Pfizer/BioNTech
Switzerland,1/10/2021,3000,Pfizer/BioNTech
Switzerland,1/11/2021,3000,Pfizer/BioNTech
Switzerland,1/12/2021,3000,Pfizer/BioNTech
Switzerland,1/13/2021,3000,Pfizer/BioNTech
Switzerland,1/14/2021,3000,Pfizer/BioNTech
Switzerland,1/15/2021,3829,Pfizer/BioNTech
Switzerland,1/16/2021,4657,Pfizer/BioNTech
Switzerland,1/17/2021,5486,Pfizer/BioNTech
Switzerland,1/18/2021,6314,Pfizer/BioNTech
Switzerland,1/19/2021,7143,Pfizer/BioNTech
Switzerland,1/20/2021,10984,Pfizer/BioNTech
Switzerland,1/21/2021,14826,Pfizer/BioNTech
Turkey,1/13/2021,,Sinovac
Turkey,1/14/2021,279452,Sinovac
Turkey,1/15/2021,308326,Sinovac
Turkey,1/16/2021,225634,Sinovac
Turkey,1/17/2021,176613,Sinovac
Turkey,1/18/2021,166482,Sinovac
Turkey,1/19/2021,158439,Sinovac
Turkey,1/20/2021,150356,Sinovac
Turkey,1/21/2021,120115,Sinovac
Turkey,1/22/2021,83651,Sinovac
Turkey,1/23/2021,78569,Sinovac
Turkey,1/24/2021,76886,Sinovac
Turkey,1/25/2021,67192,Sinovac
United Arab Emirates,1/5/2021,,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/6/2021,30698,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/7/2021,30698,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/8/2021,38418,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/9/2021,48512,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/10/2021,52053,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/11/2021,56825,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/12/2021,64193,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/13/2021,76797,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/14/2021,91448,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/15/2021,103490,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/16/2021,111082,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/17/2021,113744,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/18/2021,114896,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/19/2021,112816,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/20/2021,109510,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/21/2021,102605,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/22/2021,96156,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/23/2021,89839,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/24/2021,86430,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,1/25/2021,85653,"Pfizer/BioNTech, Sinopharm"
United Kingdom,12/20/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/21/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/22/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/23/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/24/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/25/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/26/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/27/2020,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/28/2020,47738,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/29/2020,49053,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/30/2020,50369,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,12/31/2020,51684,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/1/2021,52999,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/2/2021,54315,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/3/2021,55630,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/4/2021,74138,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/5/2021,92647,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/6/2021,111155,"Oxford/AstraZeneca, Pfizer/BioNTech"
